session_id,user_id,timestamp,event_type,device,browser,city,country,traffic_source,campaign,product_id,product_name,category,sub_category,unit_price,order_id,order_amount,quantity,payment_method,payment_status
sess_48703e0e,user_732,2026-07-05T23:33:00+00:00,checkout,ios,safari,pune,India,meta,win_back,prod_25,Product prod_25,Electronics,SubCat,1418.0,,,,,
sess_48703e0e,user_732,2026-07-05T23:35:00+00:00,payment,ios,safari,pune,India,meta,win_back,prod_37,Product prod_37,Home,SubCat,647.0,ord_sess_48703e0e,1294.0,1.0,UPI,failed
sess_7453032c,user_960,2026-07-09T02:12:00+00:00,page_view,android,safari,chennai,India,meta,summer_sale,,,,,,,,,,
sess_7453032c,user_960,2026-07-09T02:14:00+00:00,search,android,safari,chennai,India,meta,summer_sale,,,,,,,,,,
sess_707eb219,user_960,2026-07-11T11:45:00+00:00,page_view,android,safari,delhi,India,organic,summer_sale,,,,,,,,,,
sess_410efc08,user_479,2026-07-03T14:00:00+00:00,page_view,android,safari,bangalore,India,google,(none),,,,,,,,,,
sess_410efc08,user_479,2026-07-03T14:02:00+00:00,search,android,safari,bangalore,India,google,(none),,,,,,,,,,
sess_8b07e97a,user_168,2026-07-04T07:48:00+00:00,page_view,ios,safari,pune,India,direct,(none),,,,,,,,,,
sess_1f431004,user_136,2026-07-12T12:07:00+00:00,page_view,android,safari,chennai,India,google,(none),,,,,,,,,,
sess_1f431004,user_136,2026-07-12T12:09:00+00:00,search,android,safari,chennai,India,google,(none),,,,,,,,,,
sess_3de1d7be,user_559,2026-07-09T18:03:00+00:00,page_view,desktop,safari,pune,India,direct,(none),,,,,,,,,,
sess_cf99a76a,user_49,2026-07-13T09:32:00+00:00,page_view,android,chrome,chennai,India,direct,(none),,,,,,,,,,
sess_d4f16560,user_292,2026-07-08T14:13:00+00:00,page_view,desktop,firefox,bangalore,India,organic,win_back,,,,,,,,,,
sess_d4f16560,user_292,2026-07-08T14:15:00+00:00,search,desktop,firefox,bangalore,India,organic,win_back,,,,,,,,,,
sess_d4f16560,user_292,2026-07-08T14:17:00+00:00,product_view,desktop,firefox,bangalore,India,organic,win_back,prod_35,Product prod_35,Electronics,SubCat,1261.0,,,,,
sess_d4f16560,user_292,2026-07-08T14:19:00+00:00,add_to_cart,desktop,firefox,bangalore,India,organic,win_back,prod_30,Product prod_30,Home,SubCat,4193.0,,,,,
sess_d4f16560,user_292,2026-07-08T14:21:00+00:00,checkout,desktop,firefox,bangalore,India,organic,win_back,prod_43,Product prod_43,Home,SubCat,1495.0,,,,,
sess_d4f16560,user_292,2026-07-08T14:23:00+00:00,payment,desktop,firefox,bangalore,India,organic,win_back,prod_12,Product prod_12,Electronics,SubCat,214.0,ord_sess_d4f16560,214.0,1.0,COD,success
sess_d4f16560,user_292,2026-07-08T14:25:00+00:00,purchase,desktop,firefox,bangalore,India,organic,win_back,prod_32,Product prod_32,Home,SubCat,4492.0,ord_sess_d4f16560,4492.0,1.0,UPI,success
sess_f3e49f70,user_268,2026-07-14T05:36:00+00:00,page_view,desktop,firefox,chennai,India,organic,summer_sale,,,,,,,,,,
sess_f3e49f70,user_268,2026-07-14T05:38:00+00:00,search,desktop,firefox,chennai,India,organic,summer_sale,,,,,,,,,,
sess_96a46955,user_777,2026-07-08T17:15:00+00:00,page_view,android,safari,pune,India,direct,(none),,,,,,,,,,
sess_96a46955,user_777,2026-07-08T17:17:00+00:00,search,android,safari,pune,India,direct,(none),,,,,,,,,,
sess_2022627b,user_419,2026-07-08T18:48:00+00:00,page_view,ios,chrome,chennai,India,organic,win_back,,,,,,,,,,
sess_f04ccd87,user_698,2026-07-04T14:30:00+00:00,page_view,desktop,chrome,chennai,India,organic,summer_sale,,,,,,,,,,
sess_f04ccd87,user_698,2026-07-04T14:32:00+00:00,search,desktop,chrome,chennai,India,organic,summer_sale,,,,,,,,,,
sess_f04ccd87,user_698,2026-07-04T14:34:00+00:00,product_view,desktop,chrome,chennai,India,organic,summer_sale,prod_26,Product prod_26,Home,SubCat,1300.0,,,,,
sess_f04ccd87,user_698,2026-07-04T14:36:00+00:00,add_to_cart,desktop,chrome,chennai,India,organic,summer_sale,prod_1,Product prod_1,Fashion,SubCat,118.0,,,,,
sess_f04ccd87,user_698,2026-07-04T14:38:00+00:00,checkout,desktop,chrome,chennai,India,organic,summer_sale,prod_25,Product prod_25,Home,SubCat,1276.0,,,,,
sess_d25d48f7,user_87,2026-07-06T05:14:00+00:00,page_view,desktop,firefox,delhi,India,meta,summer_sale,,,,,,,,,,
sess_d25d48f7,user_87,2026-07-06T05:16:00+00:00,search,desktop,firefox,delhi,India,meta,summer_sale,,,,,,,,,,
sess_d25d48f7,user_87,2026-07-06T05:18:00+00:00,product_view,desktop,firefox,delhi,India,meta,summer_sale,prod_26,Product prod_26,Home,SubCat,3098.0,,,,,
sess_e4dff3f1,user_16,2026-07-15T03:43:00+00:00,page_view,ios,edge,pune,India,meta,(none),,,,,,,,,,
sess_e4dff3f1,user_16,2026-07-15T03:45:00+00:00,search,ios,edge,pune,India,meta,(none),,,,,,,,,,
sess_e4dff3f1,user_16,2026-07-15T03:47:00+00:00,product_view,ios,edge,pune,India,meta,(none),prod_5,Product prod_5,Home,SubCat,1527.0,,,,,
sess_e4dff3f1,user_16,2026-07-15T03:49:00+00:00,add_to_cart,ios,edge,pune,India,meta,(none),prod_5,Product prod_5,Home,SubCat,1236.0,,,,,
sess_fd7cd025,user_336,2026-07-15T19:02:00+00:00,page_view,desktop,firefox,mumbai,India,organic,(none),,,,,,,,,,
sess_fd7cd025,user_336,2026-07-15T19:04:00+00:00,search,desktop,firefox,mumbai,India,organic,(none),,,,,,,,,,
sess_4ccecbfe,user_624,2026-07-01T05:08:00+00:00,page_view,android,firefox,bangalore,India,meta,(none),,,,,,,,,,
sess_4ccecbfe,user_624,2026-07-01T05:10:00+00:00,search,android,firefox,bangalore,India,meta,(none),,,,,,,,,,
sess_9139f2c4,user_862,2026-07-09T16:18:00+00:00,page_view,desktop,safari,delhi,India,direct,(none),,,,,,,,,,
sess_9139f2c4,user_862,2026-07-09T16:20:00+00:00,search,desktop,safari,delhi,India,direct,(none),,,,,,,,,,
sess_4fd67004,user_867,2026-07-03T20:05:00+00:00,page_view,ios,firefox,chennai,India,organic,summer_sale,,,,,,,,,,
sess_4fd67004,user_867,2026-07-03T20:07:00+00:00,search,ios,firefox,chennai,India,organic,summer_sale,,,,,,,,,,
sess_4fd67004,user_867,2026-07-03T20:09:00+00:00,product_view,ios,firefox,chennai,India,organic,summer_sale,prod_45,Product prod_45,Home,SubCat,3715.0,,,,,
sess_834f077f,user_94,2026-07-06T07:57:00+00:00,page_view,desktop,edge,chennai,India,organic,win_back,,,,,,,,,,
sess_ed050b69,user_201,2026-07-06T00:59:00+00:00,page_view,desktop,edge,delhi,India,organic,summer_sale,,,,,,,,,,
sess_ed050b69,user_201,2026-07-06T01:01:00+00:00,search,desktop,edge,delhi,India,organic,summer_sale,,,,,,,,,,
sess_55160c4c,user_987,2026-07-15T15:39:00+00:00,page_view,desktop,edge,chennai,India,meta,(none),,,,,,,,,,
sess_55160c4c,user_987,2026-07-15T15:41:00+00:00,search,desktop,edge,chennai,India,meta,(none),,,,,,,,,,
sess_55160c4c,user_987,2026-07-15T15:43:00+00:00,product_view,desktop,edge,chennai,India,meta,(none),prod_37,Product prod_37,Fashion,SubCat,4243.0,,,,,
sess_8a5884b6,user_510,2026-07-05T04:20:00+00:00,page_view,desktop,safari,chennai,India,google,(none),,,,,,,,,,
sess_8a5884b6,user_510,2026-07-05T04:22:00+00:00,search,desktop,safari,chennai,India,google,(none),,,,,,,,,,
sess_8a5884b6,user_510,2026-07-05T04:24:00+00:00,product_view,desktop,safari,chennai,India,google,(none),prod_35,Product prod_35,Fashion,SubCat,4395.0,,,,,
sess_a855026d,user_1,2026-07-06T21:40:00+00:00,page_view,android,firefox,bangalore,India,direct,(none),,,,,,,,,,
sess_ebd0efb1,user_905,2026-07-12T12:24:00+00:00,page_view,desktop,firefox,chennai,India,google,summer_sale,,,,,,,,,,
sess_f773dcc6,user_690,2026-07-09T17:11:00+00:00,page_view,desktop,firefox,delhi,India,direct,(none),,,,,,,,,,
sess_62321d09,user_258,2026-07-13T14:37:00+00:00,page_view,ios,safari,mumbai,India,direct,(none),,,,,,,,,,
sess_03457979,user_847,2026-07-10T05:40:00+00:00,page_view,android,safari,pune,India,direct,(none),,,,,,,,,,
sess_03457979,user_847,2026-07-10T05:42:00+00:00,search,android,safari,pune,India,direct,(none),,,,,,,,,,
sess_03457979,user_847,2026-07-10T05:44:00+00:00,product_view,android,safari,pune,India,direct,(none),prod_26,Product prod_26,Electronics,SubCat,1693.0,,,,,
sess_03457979,user_847,2026-07-10T05:46:00+00:00,add_to_cart,android,safari,pune,India,direct,(none),prod_35,Product prod_35,Home,SubCat,944.0,,,,,
sess_c6ccf751,user_349,2026-07-09T02:43:00+00:00,page_view,desktop,firefox,mumbai,India,direct,(none),,,,,,,,,,
sess_c6ccf751,user_349,2026-07-09T02:45:00+00:00,search,desktop,firefox,mumbai,India,direct,(none),,,,,,,,,,
sess_42aa07c6,user_740,2026-07-16T05:58:00+00:00,page_view,ios,edge,mumbai,India,meta,win_back,,,,,,,,,,
sess_42aa07c6,user_740,2026-07-16T06:00:00+00:00,search,ios,edge,mumbai,India,meta,win_back,,,,,,,,,,
sess_42aa07c6,user_740,2026-07-16T06:02:00+00:00,product_view,ios,edge,mumbai,India,meta,win_back,prod_38,Product prod_38,Electronics,SubCat,1920.0,,,,,
sess_42aa07c6,user_740,2026-07-16T06:04:00+00:00,add_to_cart,ios,edge,mumbai,India,meta,win_back,prod_22,Product prod_22,Home,SubCat,3131.0,,,,,
sess_42aa07c6,user_740,2026-07-16T06:06:00+00:00,checkout,ios,edge,mumbai,India,meta,win_back,prod_7,Product prod_7,Electronics,SubCat,4232.0,,,,,
sess_42aa07c6,user_740,2026-07-16T06:08:00+00:00,payment,ios,edge,mumbai,India,meta,win_back,prod_7,Product prod_7,Home,SubCat,3304.0,ord_sess_42aa07c6,6608.0,1.0,Card,success
sess_42aa07c6,user_740,2026-07-16T06:10:00+00:00,purchase,ios,edge,mumbai,India,meta,win_back,prod_42,Product prod_42,Fashion,SubCat,4351.0,ord_sess_42aa07c6,8702.0,1.0,Card,success
sess_dd669292,user_17,2026-07-16T21:18:00+00:00,page_view,ios,safari,bangalore,India,meta,win_back,,,,,,,,,,
sess_dd669292,user_17,2026-07-16T21:20:00+00:00,search,ios,safari,bangalore,India,meta,win_back,,,,,,,,,,
sess_dd669292,user_17,2026-07-16T21:22:00+00:00,product_view,ios,safari,bangalore,India,meta,win_back,prod_41,Product prod_41,Home,SubCat,1082.0,,,,,
sess_e2fdf2a0,user_899,2026-07-03T03:58:00+00:00,page_view,ios,edge,mumbai,India,google,summer_sale,,,,,,,,,,
sess_e2fdf2a0,user_899,2026-07-03T04:00:00+00:00,search,ios,edge,mumbai,India,google,summer_sale,,,,,,,,,,
sess_e2fdf2a0,user_899,2026-07-03T04:02:00+00:00,product_view,ios,edge,mumbai,India,google,summer_sale,prod_34,Product prod_34,Home,SubCat,2832.0,,,,,
sess_a8c89fed,user_596,2026-07-02T02:53:00+00:00,page_view,ios,safari,chennai,India,direct,(none),,,,,,,,,,
sess_f32ce29c,user_91,2026-07-15T03:20:00+00:00,page_view,ios,safari,bangalore,India,meta,(none),,,,,,,,,,
sess_56c5052d,user_178,2026-07-07T13:30:00+00:00,page_view,desktop,chrome,mumbai,India,organic,win_back,,,,,,,,,,
sess_ca755991,user_872,2026-07-01T19:17:00+00:00,page_view,android,chrome,delhi,India,google,summer_sale,,,,,,,,,,
sess_bf272584,user_795,2026-07-15T12:39:00+00:00,page_view,desktop,chrome,pune,India,organic,(none),,,,,,,,,,
sess_561ccaa2,user_62,2026-07-05T15:00:00+00:00,page_view,ios,firefox,mumbai,India,meta,(none),,,,,,,,,,
sess_561ccaa2,user_62,2026-07-05T15:02:00+00:00,search,ios,firefox,mumbai,India,meta,(none),,,,,,,,,,
sess_561ccaa2,user_62,2026-07-05T15:04:00+00:00,product_view,ios,firefox,mumbai,India,meta,(none),prod_34,Product prod_34,Home,SubCat,2953.0,,,,,
sess_27f0c773,user_412,2026-07-05T10:35:00+00:00,page_view,ios,edge,bangalore,India,direct,(none),,,,,,,,,,
sess_b20cfac7,user_885,2026-07-14T14:34:00+00:00,page_view,ios,firefox,delhi,India,meta,summer_sale,,,,,,,,,,
sess_b20cfac7,user_885,2026-07-14T14:36:00+00:00,search,ios,firefox,delhi,India,meta,summer_sale,,,,,,,,,,
sess_b20cfac7,user_885,2026-07-14T14:38:00+00:00,product_view,ios,firefox,delhi,India,meta,summer_sale,prod_32,Product prod_32,Home,SubCat,2867.0,,,,,
sess_b20cfac7,user_885,2026-07-14T14:40:00+00:00,add_to_cart,ios,firefox,delhi,India,meta,summer_sale,prod_33,Product prod_33,Fashion,SubCat,2390.0,,,,,
sess_264eabb6,user_555,2026-07-14T11:50:00+00:00,page_view,ios,firefox,mumbai,India,meta,win_back,,,,,,,,,,
sess_264eabb6,user_555,2026-07-14T11:52:00+00:00,search,ios,firefox,mumbai,India,meta,win_back,,,,,,,,,,
sess_264eabb6,user_555,2026-07-14T11:54:00+00:00,product_view,ios,firefox,mumbai,India,meta,win_back,prod_40,Product prod_40,Electronics,SubCat,779.0,,,,,
sess_8a677be4,user_832,2026-07-11T00:08:00+00:00,page_view,android,chrome,bangalore,India,meta,win_back,,,,,,,,,,
sess_8a677be4,user_832,2026-07-11T00:10:00+00:00,search,android,chrome,bangalore,India,meta,win_back,,,,,,,,,,
sess_8a677be4,user_832,2026-07-11T00:12:00+00:00,product_view,android,chrome,bangalore,India,meta,win_back,prod_24,Product prod_24,Home,SubCat,1980.0,,,,,
sess_c8fe2a46,user_601,2026-07-08T02:15:00+00:00,page_view,android,chrome,delhi,India,direct,(none),,,,,,,,,,
sess_c8fe2a46,user_601,2026-07-08T02:17:00+00:00,search,android,chrome,delhi,India,direct,(none),,,,,,,,,,
sess_c8fe2a46,user_601,2026-07-08T02:19:00+00:00,product_view,android,chrome,delhi,India,direct,(none),prod_5,Product prod_5,Electronics,SubCat,145.0,,,,,
sess_b49e4643,user_332,2026-07-02T16:13:00+00:00,page_view,desktop,edge,pune,India,meta,(none),,,,,,,,,,
sess_d21c8772,user_103,2026-07-10T16:33:00+00:00,page_view,desktop,edge,chennai,India,organic,summer_sale,,,,,,,,,,
sess_22294fe0,user_512,2026-07-08T13:28:00+00:00,page_view,desktop,edge,delhi,India,organic,summer_sale,,,,,,,,,,
sess_22294fe0,user_512,2026-07-08T13:30:00+00:00,search,desktop,edge,delhi,India,organic,summer_sale,,,,,,,,,,
sess_22294fe0,user_512,2026-07-08T13:32:00+00:00,product_view,desktop,edge,delhi,India,organic,summer_sale,prod_48,Product prod_48,Electronics,SubCat,1162.0,,,,,
sess_22294fe0,user_512,2026-07-08T13:34:00+00:00,add_to_cart,desktop,edge,delhi,India,organic,summer_sale,prod_24,Product prod_24,Home,SubCat,1473.0,,,,,
sess_22294fe0,user_512,2026-07-08T13:36:00+00:00,checkout,desktop,edge,delhi,India,organic,summer_sale,prod_24,Product prod_24,Fashion,SubCat,1813.0,,,,,
sess_22294fe0,user_512,2026-07-08T13:38:00+00:00,payment,desktop,edge,delhi,India,organic,summer_sale,prod_5,Product prod_5,Home,SubCat,1889.0,ord_sess_22294fe0,1889.0,1.0,COD,success
sess_b7f92da1,user_755,2026-07-03T04:12:00+00:00,page_view,desktop,safari,bangalore,India,direct,(none),,,,,,,,,,
sess_f01c2c25,user_640,2026-07-13T23:00:00+00:00,page_view,android,safari,chennai,India,direct,(none),,,,,,,,,,
sess_b89b4d29,user_502,2026-07-15T11:01:00+00:00,page_view,desktop,safari,chennai,India,organic,(none),,,,,,,,,,
sess_62bd0828,user_724,2026-07-15T05:50:00+00:00,page_view,android,firefox,chennai,India,organic,win_back,,,,,,,,,,
sess_84a2f920,user_267,2026-07-12T17:40:00+00:00,page_view,ios,edge,mumbai,India,organic,summer_sale,,,,,,,,,,
sess_84a2f920,user_267,2026-07-12T17:42:00+00:00,search,ios,edge,mumbai,India,organic,summer_sale,,,,,,,,,,
sess_84a2f920,user_267,2026-07-12T17:44:00+00:00,product_view,ios,edge,mumbai,India,organic,summer_sale,prod_37,Product prod_37,Electronics,SubCat,2765.0,,,,,
sess_21888bcf,user_146,2026-07-15T12:57:00+00:00,page_view,desktop,safari,bangalore,India,organic,summer_sale,,,,,,,,,,
sess_21888bcf,user_146,2026-07-15T12:59:00+00:00,search,desktop,safari,bangalore,India,organic,summer_sale,,,,,,,,,,
sess_21888bcf,user_146,2026-07-15T13:01:00+00:00,product_view,desktop,safari,bangalore,India,organic,summer_sale,prod_36,Product prod_36,Electronics,SubCat,3700.0,,,,,
sess_d720b4e7,user_984,2026-07-16T05:04:00+00:00,page_view,ios,safari,mumbai,India,organic,(none),,,,,,,,,,
sess_e35122f0,user_746,2026-07-06T00:20:00+00:00,page_view,android,safari,mumbai,India,meta,(none),,,,,,,,,,
sess_876afd89,user_422,2026-07-04T23:27:00+00:00,page_view,ios,chrome,delhi,India,meta,(none),,,,,,,,,,
sess_876afd89,user_422,2026-07-04T23:29:00+00:00,search,ios,chrome,delhi,India,meta,(none),,,,,,,,,,
sess_876afd89,user_422,2026-07-04T23:31:00+00:00,product_view,ios,chrome,delhi,India,meta,(none),prod_36,Product prod_36,Electronics,SubCat,2037.0,,,,,
sess_876afd89,user_422,2026-07-04T23:33:00+00:00,add_to_cart,ios,chrome,delhi,India,meta,(none),prod_11,Product prod_11,Fashion,SubCat,3079.0,,,,,
sess_876afd89,user_422,2026-07-04T23:35:00+00:00,checkout,ios,chrome,delhi,India,meta,(none),prod_45,Product prod_45,Electronics,SubCat,4831.0,,,,,
sess_f275cd62,user_877,2026-07-07T10:35:00+00:00,page_view,ios,firefox,chennai,India,google,win_back,,,,,,,,,,
sess_f275cd62,user_877,2026-07-07T10:37:00+00:00,search,ios,firefox,chennai,India,google,win_back,,,,,,,,,,
sess_f275cd62,user_877,2026-07-07T10:39:00+00:00,product_view,ios,firefox,chennai,India,google,win_back,prod_47,Product prod_47,Home,SubCat,3893.0,,,,,
sess_f275cd62,user_877,2026-07-07T10:41:00+00:00,add_to_cart,ios,firefox,chennai,India,google,win_back,prod_48,Product prod_48,Home,SubCat,4139.0,,,,,
sess_f275cd62,user_877,2026-07-07T10:43:00+00:00,checkout,ios,firefox,chennai,India,google,win_back,prod_15,Product prod_15,Electronics,SubCat,3320.0,,,,,
sess_fd940f43,user_297,2026-07-01T18:21:00+00:00,page_view,ios,firefox,pune,India,organic,(none),,,,,,,,,,
sess_7fde55f5,user_733,2026-07-06T14:38:00+00:00,page_view,desktop,edge,bangalore,India,meta,(none),,,,,,,,,,
sess_7fde55f5,user_733,2026-07-06T14:40:00+00:00,search,desktop,edge,bangalore,India,meta,(none),,,,,,,,,,
sess_7fde55f5,user_733,2026-07-06T14:42:00+00:00,product_view,desktop,edge,bangalore,India,meta,(none),prod_12,Product prod_12,Fashion,SubCat,672.0,,,,,
sess_5c337674,user_166,2026-07-08T21:57:00+00:00,page_view,desktop,edge,pune,India,organic,(none),,,,,,,,,,
sess_3bcffe40,user_116,2026-07-11T04:37:00+00:00,page_view,desktop,safari,mumbai,India,meta,summer_sale,,,,,,,,,,
sess_eb88cc61,user_832,2026-07-04T04:50:00+00:00,page_view,ios,edge,bangalore,India,meta,summer_sale,,,,,,,,,,
sess_eb88cc61,user_832,2026-07-04T04:52:00+00:00,search,ios,edge,bangalore,India,meta,summer_sale,,,,,,,,,,
sess_eb88cc61,user_832,2026-07-04T04:54:00+00:00,product_view,ios,edge,bangalore,India,meta,summer_sale,prod_3,Product prod_3,Electronics,SubCat,2273.0,,,,,
sess_0ff8720d,user_780,2026-07-15T16:32:00+00:00,page_view,desktop,edge,delhi,India,meta,(none),,,,,,,,,,
sess_0ff8720d,user_780,2026-07-15T16:34:00+00:00,search,desktop,edge,delhi,India,meta,(none),,,,,,,,,,
sess_258d198f,user_758,2026-07-12T21:32:00+00:00,page_view,ios,safari,mumbai,India,organic,summer_sale,,,,,,,,,,
sess_258d198f,user_758,2026-07-12T21:34:00+00:00,search,ios,safari,mumbai,India,organic,summer_sale,,,,,,,,,,
sess_258d198f,user_758,2026-07-12T21:36:00+00:00,product_view,ios,safari,mumbai,India,organic,summer_sale,prod_49,Product prod_49,Electronics,SubCat,1754.0,,,,,
sess_86026499,user_18,2026-07-10T07:59:00+00:00,page_view,ios,chrome,pune,India,direct,(none),,,,,,,,,,
sess_66870a7f,user_113,2026-07-12T05:13:00+00:00,page_view,desktop,chrome,bangalore,India,meta,(none),,,,,,,,,,
sess_66870a7f,user_113,2026-07-12T05:15:00+00:00,search,desktop,chrome,bangalore,India,meta,(none),,,,,,,,,,
sess_0acfc5e0,user_592,2026-07-12T21:01:00+00:00,page_view,android,firefox,mumbai,India,organic,win_back,,,,,,,,,,
sess_b624a8e6,user_670,2026-07-07T01:39:00+00:00,page_view,android,chrome,pune,India,organic,win_back,,,,,,,,,,
sess_b624a8e6,user_670,2026-07-07T01:41:00+00:00,search,android,chrome,pune,India,organic,win_back,,,,,,,,,,
sess_b624a8e6,user_670,2026-07-07T01:43:00+00:00,product_view,android,chrome,pune,India,organic,win_back,prod_6,Product prod_6,Electronics,SubCat,4961.0,,,,,
sess_b624a8e6,user_670,2026-07-07T01:45:00+00:00,add_to_cart,android,chrome,pune,India,organic,win_back,prod_32,Product prod_32,Electronics,SubCat,1043.0,,,,,
sess_b624a8e6,user_670,2026-07-07T01:47:00+00:00,checkout,android,chrome,pune,India,organic,win_back,prod_10,Product prod_10,Fashion,SubCat,496.0,,,,,
sess_04f64e2e,user_649,2026-07-05T03:13:00+00:00,page_view,android,chrome,chennai,India,organic,win_back,,,,,,,,,,
sess_c30243dc,user_771,2026-07-02T03:38:00+00:00,page_view,desktop,chrome,bangalore,India,google,win_back,,,,,,,,,,
sess_c30243dc,user_771,2026-07-02T03:40:00+00:00,search,desktop,chrome,bangalore,India,google,win_back,,,,,,,,,,
sess_c30243dc,user_771,2026-07-02T03:42:00+00:00,product_view,desktop,chrome,bangalore,India,google,win_back,prod_26,Product prod_26,Electronics,SubCat,1160.0,,,,,
sess_8740d9a2,user_936,2026-07-04T19:46:00+00:00,page_view,android,edge,mumbai,India,direct,(none),,,,,,,,,,
sess_176e6615,user_678,2026-07-15T07:12:00+00:00,page_view,desktop,safari,bangalore,India,direct,(none),,,,,,,,,,
sess_176e6615,user_678,2026-07-15T07:14:00+00:00,search,desktop,safari,bangalore,India,direct,(none),,,,,,,,,,
sess_176e6615,user_678,2026-07-15T07:16:00+00:00,product_view,desktop,safari,bangalore,India,direct,(none),prod_37,Product prod_37,Electronics,SubCat,3634.0,,,,,
sess_16892278,user_390,2026-07-01T21:11:00+00:00,page_view,ios,firefox,pune,India,google,summer_sale,,,,,,,,,,
sess_2cf57d9a,user_783,2026-07-06T03:05:00+00:00,page_view,ios,chrome,pune,India,organic,(none),,,,,,,,,,
sess_2cf57d9a,user_783,2026-07-06T03:07:00+00:00,search,ios,chrome,pune,India,organic,(none),,,,,,,,,,
sess_2cf57d9a,user_783,2026-07-06T03:09:00+00:00,product_view,ios,chrome,pune,India,organic,(none),prod_34,Product prod_34,Electronics,SubCat,2861.0,,,,,
sess_2cf57d9a,user_783,2026-07-06T03:11:00+00:00,add_to_cart,ios,chrome,pune,India,organic,(none),prod_1,Product prod_1,Home,SubCat,2775.0,,,,,
sess_fa8f4302,user_138,2026-07-10T12:08:00+00:00,page_view,android,safari,delhi,India,direct,(none),,,,,,,,,,
sess_7037742e,user_739,2026-07-03T23:47:00+00:00,page_view,desktop,chrome,mumbai,India,direct,(none),,,,,,,,,,
sess_b7819084,user_132,2026-07-16T00:49:00+00:00,page_view,android,safari,chennai,India,google,summer_sale,,,,,,,,,,
sess_b7819084,user_132,2026-07-16T00:51:00+00:00,search,android,safari,chennai,India,google,summer_sale,,,,,,,,,,
sess_b7819084,user_132,2026-07-16T00:53:00+00:00,product_view,android,safari,chennai,India,google,summer_sale,prod_18,Product prod_18,Electronics,SubCat,3572.0,,,,,
sess_b7819084,user_132,2026-07-16T00:55:00+00:00,add_to_cart,android,safari,chennai,India,google,summer_sale,prod_23,Product prod_23,Home,SubCat,2775.0,,,,,
sess_d6203e6a,user_553,2026-07-10T04:13:00+00:00,page_view,android,firefox,bangalore,India,meta,summer_sale,,,,,,,,,,
sess_0adc6072,user_145,2026-07-02T13:07:00+00:00,page_view,ios,safari,chennai,India,meta,(none),,,,,,,,,,
sess_0adc6072,user_145,2026-07-02T13:09:00+00:00,search,ios,safari,chennai,India,meta,(none),,,,,,,,,,
sess_0adc6072,user_145,2026-07-02T13:11:00+00:00,product_view,ios,safari,chennai,India,meta,(none),prod_32,Product prod_32,Fashion,SubCat,594.0,,,,,
sess_0adc6072,user_145,2026-07-02T13:13:00+00:00,add_to_cart,ios,safari,chennai,India,meta,(none),prod_11,Product prod_11,Home,SubCat,603.0,,,,,
sess_0adc6072,user_145,2026-07-02T13:15:00+00:00,checkout,ios,safari,chennai,India,meta,(none),prod_29,Product prod_29,Home,SubCat,799.0,,,,,
sess_0adc6072,user_145,2026-07-02T13:17:00+00:00,payment,ios,safari,chennai,India,meta,(none),prod_28,Product prod_28,Fashion,SubCat,4939.0,ord_sess_0adc6072,4939.0,1.0,Card,success
sess_0adc6072,user_145,2026-07-02T13:19:00+00:00,purchase,ios,safari,chennai,India,meta,(none),prod_9,Product prod_9,Electronics,SubCat,2405.0,ord_sess_0adc6072,7215.0,1.0,COD,success
sess_2866491c,user_351,2026-07-06T21:40:00+00:00,page_view,desktop,chrome,mumbai,India,direct,(none),,,,,,,,,,
sess_20f5b090,user_34,2026-07-04T00:39:00+00:00,page_view,ios,edge,chennai,India,organic,win_back,,,,,,,,,,
sess_fcdabb14,user_434,2026-07-10T19:04:00+00:00,page_view,ios,edge,pune,India,direct,(none),,,,,,,,,,
sess_fcdabb14,user_434,2026-07-10T19:06:00+00:00,search,ios,edge,pune,India,direct,(none),,,,,,,,,,
sess_fcdabb14,user_434,2026-07-10T19:08:00+00:00,product_view,ios,edge,pune,India,direct,(none),prod_24,Product prod_24,Fashion,SubCat,3582.0,,,,,
sess_fcdabb14,user_434,2026-07-10T19:10:00+00:00,add_to_cart,ios,edge,pune,India,direct,(none),prod_12,Product prod_12,Electronics,SubCat,2158.0,,,,,
sess_fcdabb14,user_434,2026-07-10T19:12:00+00:00,checkout,ios,edge,pune,India,direct,(none),prod_31,Product prod_31,Electronics,SubCat,1221.0,,,,,
sess_b13f3aaf,user_857,2026-07-15T13:00:00+00:00,page_view,android,chrome,pune,India,google,summer_sale,,,,,,,,,,
sess_b13f3aaf,user_857,2026-07-15T13:02:00+00:00,search,android,chrome,pune,India,google,summer_sale,,,,,,,,,,
sess_b13f3aaf,user_857,2026-07-15T13:04:00+00:00,product_view,android,chrome,pune,India,google,summer_sale,prod_33,Product prod_33,Electronics,SubCat,417.0,,,,,
sess_b13f3aaf,user_857,2026-07-15T13:06:00+00:00,add_to_cart,android,chrome,pune,India,google,summer_sale,prod_14,Product prod_14,Electronics,SubCat,3479.0,,,,,
sess_2a002da1,user_568,2026-07-15T12:17:00+00:00,page_view,android,edge,mumbai,India,organic,(none),,,,,,,,,,
sess_21d7dffa,user_44,2026-07-04T23:42:00+00:00,page_view,ios,edge,bangalore,India,meta,(none),,,,,,,,,,
sess_21d7dffa,user_44,2026-07-04T23:44:00+00:00,search,ios,edge,bangalore,India,meta,(none),,,,,,,,,,
sess_1a80570b,user_32,2026-07-04T10:45:00+00:00,page_view,android,edge,bangalore,India,meta,(none),,,,,,,,,,
